provider,health_system_name,hospital_ownership,code,code_type,charge_description,code_class,plan_raw,mapped_payer,mapped_payer_class,rate,medicare_provider_id,npi,long,lat,street_address,city,state,zip_code,county,medicare_cbsa,acute_care_facility,hospital_overall_rating,hospital_type,total_beds,location,tq_compliance_score,cms_quality_rating,effectiveness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,mortality_national_comparison,patient_experience_national_comparison,readmission_national_comparison,safety_of_care_national_comparison,timeliness_of_care_national_comparison
Avita Health System - Ontario Hospital,,Voluntary non-profit - Private,"72148",CPT,MRI SPINE W/O CONTRAST LUMBAR,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,List Price,Unsorted,List Price,3692.00,"360365","1790131050",-82.59326,40.772408,"715 Richland Mall",Mansfield,OH,"44906",Richland,"Mansfield, OH",true,4,Acute Care Hospitals,26,POINT (-82.59326 40.772408),5,4,Below the national average,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Above the national average
Avita Health System - Ontario Hospital,,Voluntary non-profit - Private,"72148",CPT,MRI SPINE W/O CONTRAST LUMBAR,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,Medicare Reference Pricing (Generated by Turquoise Health),Medicare Reference Pricing (Generated by Turquoise Health),Medicare Reference Pricing (Generated by Turquoise Health),206.50,"360365","1790131050",-82.59326,40.772408,"715 Richland Mall",Mansfield,OH,"44906",Richland,"Mansfield, OH",true,4,Acute Care Hospitals,26,POINT (-82.59326 40.772408),5,4,Below the national average,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Above the national average
Avita Health System - Ontario Hospital,,Voluntary non-profit - Private,"72148",CPT,MRI SPINE W/O CONTRAST LUMBAR,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MMO,Unsorted,Commercial,2953.60,"360365","1790131050",-82.59326,40.772408,"715 Richland Mall",Mansfield,OH,"44906",Richland,"Mansfield, OH",true,4,Acute Care Hospitals,26,POINT (-82.59326 40.772408),5,4,Below the national average,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Above the national average
Avita Health System - Ontario Hospital,,Voluntary non-profit - Private,"72148",CPT,MRI SPINE W/O CONTRAST LUMBAR,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,MMO Medicare,Unsorted,Medicare,213.33,"360365","1790131050",-82.59326,40.772408,"715 Richland Mall",Mansfield,OH,"44906",Richland,"Mansfield, OH",true,4,Acute Care Hospitals,26,POINT (-82.59326 40.772408),5,4,Below the national average,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Above the national average
Avita Health System - Ontario Hospital,,Voluntary non-profit - Private,"72148",CPT,MRI SPINE W/O CONTRAST LUMBAR,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UHC,United Healthcare,Commercial,3138.20,"360365","1790131050",-82.59326,40.772408,"715 Richland Mall",Mansfield,OH,"44906",Richland,"Mansfield, OH",true,4,Acute Care Hospitals,26,POINT (-82.59326 40.772408),5,4,Below the national average,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Above the national average
Avita Health System - Ontario Hospital,,Voluntary non-profit - Private,"72148",CPT,MRI SPINE W/O CONTRAST LUMBAR,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,UHC Medicare,United Healthcare,Medicare,213.33,"360365","1790131050",-82.59326,40.772408,"715 Richland Mall",Mansfield,OH,"44906",Richland,"Mansfield, OH",true,4,Acute Care Hospitals,26,POINT (-82.59326 40.772408),5,4,Below the national average,Same as the national average,Not Available,Above the national average,Same as the national average,Below the national average,Above the national average
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Aetna Medicare,Aetna,Medicare,107.25,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Anthem Medicare,Blue Cross,Medicare,107.25,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Cash Price,Cash Price,Self-Pay,220.01,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,HEALTH PLAN COMMERCIAL,Unsorted,Commercial,247.51,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,HP Secure Care,Unsorted,Commercial,107.25,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Humana,Humana,Commercial,107.25,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,List Price,Unsorted,List Price,275.01,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Medicare,Unsorted,Medicare,107.25,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,Medicare Reference Pricing (Generated by Turquoise Health),Medicare Reference Pricing (Generated by Turquoise Health),Medicare Reference Pricing (Generated by Turquoise Health),71.49,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,MURRAY ENERGY CORPORATION,Unsorted,Commercial,210.38,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,UHC Medicare,United Healthcare,Medicare,107.25,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"71046",CPT,"CHEST, 2 VIEWS",Diagnostic Radiology (Diagnostic Imaging) Procedures of the Chest,UMWA,Unsorted,Commercial,107.25,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"72148",CPT,MRI - LUMBAR WO/CONTRAST,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,Aetna Medicare,Aetna,Medicare,897.80,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"72148",CPT,MRI - LUMBAR WO/CONTRAST,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,Anthem Medicare,Blue Cross,Medicare,897.80,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"72148",CPT,MRI - LUMBAR WO/CONTRAST,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,Cash Price,Cash Price,Self-Pay,1841.64,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"72148",CPT,MRI - LUMBAR WO/CONTRAST,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,HEALTH PLAN COMMERCIAL,Unsorted,Commercial,1794.52,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"72148",CPT,MRI - LUMBAR WO/CONTRAST,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,HP Secure Care,Unsorted,Commercial,897.80,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
Barnesville Hospital,West Virginia University Health System,Voluntary non-profit - Private,"72148",CPT,MRI - LUMBAR WO/CONTRAST,Diagnostic Radiology (Diagnostic Imaging) Procedures of the Spine and Pelvis,Humana,Humana,Commercial,897.80,"361321","1235135450",-81.188394,39.99206900000001,"639 West Main Street",Barnesville,OH,"43713",Belmont,"Wheeling, WV-OH",true,3,Critical Access Hospitals,25,POINT (-81.188394 39.99206900000001),4,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
